id,surah_id,ayah,page,quarter_hizb,juz,manzil,arabic,latin,translation,footnotes
791,6,2,128,13.5,7,2,هُوَ الَّذِيْ خَلَقَكُمْ مِّنْ طِيْنٍ ثُمَّ قَضٰٓى اَجَلًا ۗوَاَجَلٌ مُّسَمًّى عِنْدَهٗ ثُمَّ اَنْتُمْ تَمْتَرُوْنَ ,"Huwal-lażī khalaqakum min ṭīnin ṡumma qaḍā ajalā(n), wa ajalum musamman ‘indahū ṡumma antum tamtarūn(a).","Dialah yang menciptakan kamu dari tanah, kemudian Dia menentukan batas waktu hidup (masing-masing). Waktu yang ditentukan (untuk kebangkitan setelah mati) ada pada-Nya. Kemudian, kamu masih meragukannya.",
792,6,3,128,13.5,7,2,وَهُوَ اللّٰهُ فِى السَّمٰوٰتِ وَفِى الْاَرْضِۗ يَعْلَمُ سِرَّكُمْ وَجَهْرَكُمْ وَيَعْلَمُ مَا تَكْسِبُوْنَ ,"Wa huwallāhu fis-samāwāti wa fil-arḍ(i), ya‘lamu sirrakum wa jahrakum wa ya‘lamu mā taksibūn(a).",Dialah Allah (yang disembah) di langit dan di bumi. Dia mengetahui apa pun yang kamu rahasiakan dan kamu tampakkan serta mengetahui apa pun yang kamu usahakan.,
793,6,4,128,13.5,7,2,وَمَا تَأْتِيْهِمْ مِّنْ اٰيَةٍ مِّنْ اٰيٰتِ رَبِّهِمْ اِلَّا كَانُوْا عَنْهَا مُعْرِضِيْنَ ,Wa mā ta'tīhim min āyatim min āyāti rabbihim illā kānū ‘anhā mu‘riḍīn(a).,"Tidaklah datang kepada mereka satu ayat pun dari ayat-ayat236) Tuhan mereka, kecuali mereka (pasti) berpaling darinya.","236) Ayat di sini berarti mukjizat, ayat Al-Qur’an, atau peristiwa-peristiwa yang terjadi di alam yang menunjukkan kekuasaan Allah Swt. "
794,6,5,128,13.5,7,2,فَقَدْ كَذَّبُوْا بِالْحَقِّ لَمَّا جَاۤءَهُمْۗ فَسَوْفَ يَأْتِيْهِمْ اَنْۢبـٰۤؤُا مَا كَانُوْا بِهٖ يَسْتَهْزِءُوْنَ ,Faqad każżabū bil-ḥaqqi lammā jā'ahum fa saufa ya'tīhim ambā'u mā kānū bihī yastahzi'ūn(a).,"Sungguh, mereka telah mendustakan kebenaran (Al-Qur’an) ketika sampai kepada mereka. Maka, kelak akan sampai kepada mereka berita-berita (tentang kebenaran) sesuatu yang selalu mereka perolok-olokkan.",
795,6,6,128,13.5,7,2,اَلَمْ يَرَوْا كَمْ اَهْلَكْنَا مِنْ قَبْلِهِمْ مِّنْ قَرْنٍ مَّكَّنّٰهُمْ فِى الْاَرْضِ مَا لَمْ نُمَكِّنْ لَّكُمْ وَاَرْسَلْنَا السَّمَاۤءَ عَلَيْهِمْ مِّدْرَارًا ۖوَّجَعَلْنَا الْاَنْهٰرَ تَجْرِيْ مِنْ تَحْتِهِمْ فَاَهْلَكْنٰهُمْ بِذُنُوْبِهِمْ وَاَنْشَأْنَا مِنْۢ بَعْدِهِمْ قَرْنًا اٰخَرِيْنَ,"Alam yarau kam ahlaknā min qablihim min qarnim makkanāhum fil-arḍi mā lam numakkil lakum wa arsalnas-samā'a ‘alaihim midrārā(n), wa ja‘alnal-anhāra tajrī min taḥtihim fa ahlaknāhum biżunūbihim wa ansya'nā mim ba‘dihim qarnan ākharīn(a).","Tidakkah mereka perhatikan betapa banyak generasi sebelum mereka yang telah Kami binasakan? (Yaitu) generasi yang telah Kami teguhkan kedudukan mereka di muka bumi, yang belum pernah Kami lakukan kepada kamu; dan Kami curahkan air hujan yang lebat, Kami jadikan sungai-sungai mengalir di bawah mereka; lalu Kami binasakan mereka karena dosa-dosa mereka, selanjutnya Kami munculkan sesudah mereka generasi lain.",
796,6,7,128,13.5,7,2,وَلَوْ نَزَّلْنَا عَلَيْكَ كِتٰبًا فِيْ قِرْطَاسٍ فَلَمَسُوْهُ بِاَيْدِيْهِمْ لَقَالَ الَّذِيْنَ كَفَرُوْٓا اِنْ هٰذَآ اِلَّا سِحْرٌ مُّبِيْنٌ ,Wa lau nazzalnā ‘alaika kitāban fī qirṭāsin fa lamasūhu bi'aidīhim laqālal-lażīna kafarū in hāżā illā siḥrum mubīn(un).,"Seandainya Kami turunkan kepadamu (Nabi Muhammad) kitab (berupa tulisan) pada kertas sehingga mereka dapat menyentuhnya dengan tangan mereka sendiri, pastilah orang-orang kafir itu mengatakan, “Ini tidak lain hanyalah sihir yang nyata.”",
797,6,8,128,13.5,7,2,وَقَالُوْا لَوْلَآ اُنْزِلَ عَلَيْهِ مَلَكٌ ۗوَلَوْ اَنْزَلْنَا مَلَكًا لَّقُضِيَ الْاَمْرُ ثُمَّ لَا يُنْظَرُوْنَ ,"Wa qālū lau lā unzila ‘alaihi malak(un), wa lau anzalnā malakal laquḍiyal-amru ṡumma lā yunẓarūn(a).","Mereka berkata, “Mengapa tidak diturunkan malaikat kepadanya (Nabi Muhammad)?”237) Andaikata Kami turunkan malaikat, niscaya selesailah urusan (mereka dibinasakan karena pengingkaran) kemudian mereka tidak lagi ditangguhkan (sedikit pun untuk bertobat).",237) Ungkapan ini adalah untuk menerangkan bahwa Nabi Muhammad saw. adalah seorang nabi.
798,6,9,129,13.5,7,2,وَلَوْ جَعَلْنٰهُ مَلَكًا لَّجَعَلْنٰهُ رَجُلًا وَّلَلَبَسْنَا عَلَيْهِمْ مَّا يَلْبِسُوْنَ ,Wa lau ja‘alnāhu malakal laja‘alnāhu rajulaw wa lalabasnā ‘alaihim mā yalbisūn(a).,"Seandainya Kami jadikan dia (rasul) itu (dari) malaikat, tentu Kami jadikan dia (berwujud) laki-laki, dan pasti Kami buat mereka tetap ragu sebagaimana kini mereka ragu.238)","238) Kalau Allah Swt. mengutus malaikat sebagai rasul, tentu Dia mengutusnya dalam wujud manusia. Hal itu karena manusia tidak dapat melihat malaikat dan tentu mereka akan berkata, “Ini bukanlah malaikat, tetapi hanya manusia sebagaimana kami juga.” Jadi, mereka akan tetap ragu-ragu. "
799,6,10,129,13.5,7,2,وَلَقَدِ اسْتُهْزِئَ بِرُسُلٍ مِّنْ قَبْلِكَ فَحَاقَ بِالَّذِيْنَ سَخِرُوْا مِنْهُمْ مَّا كَانُوْا بِهٖ يَسْتَهْزِءُوْنَ ࣖ,Wa laqadistuhzi'a birusulim min qablika  fa ḥāqa bil-lażīna sakhirū minhum mā kānū bihī yastahzi'ūn(a).,"Sungguh, rasul-rasul sebelum engkau (Nabi Muhammad) benar-benar telah diperolok-olokkan, maka turunlah kepada orang-orang yang mencemooh mereka (rasul-rasul) apa (azab) yang selalu mereka perolok-olokkan.",
800,6,11,129,13.5,7,2,قُلْ سِيْرُوْا فِى الْاَرْضِ ثُمَّ انْظُرُوْا كَيْفَ كَانَ عَاقِبَةُ الْمُكَذِّبِيْنَ ,Qul sīrū fil-arḍi ṡummanẓurū kaifa kāna ‘āqibatul-mukażżibīn(a).   ,"Katakanlah (Nabi Muhammad), “Jelajahilah bumi, kemudian perhatikanlah bagaimana kesudahan orang-orang yang mendustakan itu.”",
801,6,12,129,13.5,7,2,قُلْ لِّمَنْ مَّا فِى السَّمٰوٰتِ وَالْاَرْضِۗ  قُلْ لِّلّٰهِ ۗ كَتَبَ عَلٰى نَفْسِهِ الرَّحْمَةَ ۗ لَيَجْمَعَنَّكُمْ اِلٰى يَوْمِ الْقِيٰمَةِ لَا رَيْبَ فِيْهِۗ  اَلَّذِيْنَ خَسِرُوْٓا اَنْفُسَهُمْ فَهُمْ لَا يُؤْمِنُوْنَ ,"Qul limam mā fis-samāwāti wal-arḍ(i), qul lillāh(i), kataba ‘alā nafsihir-raḥmah(ta), layajma‘annakum ilā yaumil-qiyāmati lā raiba fīh(i), al-lażīna khasirū anfusahum fahum lā yu'minūn(a).","Katakanlah (Nabi Muhammad), “Milik siapakah apa yang di langit dan di bumi?” Katakanlah, “Milik Allah.” Dia telah menetapkan (sifat) kasih sayang pada diri-Nya.239) Sungguh, Dia pasti akan mengumpulkan kamu pada hari Kiamat yang tidak ada keraguan padanya. Orang-orang yang merugikan dirinya, mereka itu tidak beriman.","239) Allah Swt. telah berjanji, sebagai tanda kemurahan-Nya, bahwa Dia akan melimpahkan rahmat kepada makhluk-Nya."
802,6,13,129,13.75,7,2,۞ وَلَهٗ مَا سَكَنَ فِى الَّيْلِ وَالنَّهَارِ ۗوَهُوَ السَّمِيْعُ الْعَلِيْمُ ,"Wa lahū mā sakana fil-laili wan-nahār(i), wa huwas-samī‘ul-‘alīm(u).",Milik-Nyalah segala sesuatu yang ada pada malam dan siang hari. Dialah Yang Maha Mendengar lagi Maha Mengetahui.,
803,6,14,129,13.75,7,2,قُلْ اَغَيْرَ اللّٰهِ اَتَّخِذُ وَلِيًّا فَاطِرِ السَّمٰوٰتِ وَالْاَرْضِ وَهُوَ يُطْعِمُ وَلَا يُطْعَمُ ۗ قُلْ اِنِّيْٓ اُمِرْتُ اَنْ اَكُوْنَ اَوَّلَ مَنْ اَسْلَمَ وَلَا تَكُوْنَنَّ مِنَ الْمُشْرِكِيْنَ ,"Qul agairallāhi attakhiżu waliyyan fāṭiris-samāwāti wal-arḍi wa huwa yuṭ‘imu wa lā yuṭ‘am(u), qul innī umirtu an akūna awwala man aslama wa lā takūnanna minal-musyrikīn(a).","Katakanlah (Nabi Muhammad), “Apakah selain Allah, Pencipta langit dan bumi serta Dia memberi makan dan tidak diberi makan, akan aku jadikan sebagai pelindung?” Katakanlah (Nabi Muhammad), “Sesungguhnya aku diperintahkan agar aku menjadi orang pertama yang berserah diri (kepada Allah), dan jangan sekali-kali kamu masuk golongan orang-orang musyrik.”",
804,6,15,129,13.75,7,2,قُلْ اِنِّيْٓ اَخَافُ اِنْ عَصَيْتُ رَبِّيْ عَذَابَ يَوْمٍ عَظِيْمٍ ,Qul innī akhāfu in ‘aṣaitu rabbī ‘ażāba yaumin ‘aẓīm(in).,"Katakanlah, “Sesungguhnya aku takut azab pada hari yang besar (kiamat) jika aku durhaka kepada Tuhanku.”",
805,6,16,129,13.75,7,2,مَنْ يُّصْرَفْ عَنْهُ يَوْمَىِٕذٍ فَقَدْ رَحِمَهٗ ۗوَذٰلِكَ الْفَوْزُ الْمُبِيْنُ,"May yuṣraf ‘anhu yauma'iżin faqad raḥimah(ū), wa żālikal-fauzul-mubīn(u).","Siapa yang dijauhkan darinya (azab) pada hari itu, maka sungguh Dia telah merahmatinya. Itulah keberuntungan yang nyata.",
806,6,17,129,13.75,7,2,وَاِنْ يَّمْسَسْكَ اللّٰهُ بِضُرٍّ فَلَا كَاشِفَ لَهٗٓ اِلَّا هُوَ ۗوَاِنْ يَّمْسَسْكَ بِخَيْرٍ فَهُوَ عَلٰى كُلِّ شَيْءٍ قَدِيْرٌ,"Iy yamsaskallāhu biḍurrin falā kāsyifa lahū illā huw(a), wa iy yamsaska bikhairin fa huwa ‘alā kulli syai'in qadīr(un).","Jika Allah menimpakan kemudaratan kepadamu, tidak ada yang dapat menghilangkannya selain Dia; dan jika Dia memberikan kebaikan kepadamu, Dia Maha Kuasa atas segala sesuatu.",
807,6,18,129,13.75,7,2,وَهُوَ الْقَاهِرُ فَوْقَ عِبَادِهٖۗ وَهُوَ الْحَكِيْمُ الْخَبِيْرُ ,"Wa huwal-qāhiru fauqa ‘ibādih(ī), wa huwal-ḥakīmul-khabīr(u).","Dialah Penguasa atas hamba-hamba-Nya, dan Dialah Yang Maha Bijaksana lagi Maha Mengetahui.",
808,6,19,130,13.75,7,2,قُلْ اَيُّ شَيْءٍ اَكْبَرُ شَهَادَةً ۗ قُلِ اللّٰهُ ۗشَهِيْدٌۢ بَيْنِيْ وَبَيْنَكُمْ ۗوَاُوْحِيَ اِلَيَّ هٰذَا الْقُرْاٰنُ لِاُنْذِرَكُمْ بِهٖ وَمَنْۢ بَلَغَ ۗ اَىِٕنَّكُمْ لَتَشْهَدُوْنَ اَنَّ مَعَ اللّٰهِ اٰلِهَةً اُخْرٰىۗ  قُلْ لَّآ اَشْهَدُ ۚ قُلْ اِنَّمَا هُوَ اِلٰهٌ وَّاحِدٌ وَّاِنَّنِيْ بَرِيْۤءٌ مِّمَّا تُشْرِكُوْنَ,"Qul ayyu syai'in akbaru syahādah(tan), qulillāhu syahīdum bainī wa bainakum, wa ūḥiya ilayya hāżal-qur'ānu li'unżirakum bihī wa man balag(a), a'innakum latasyhadūna anna ma‘allāhi ālihatan ukhrā, qul lā asyhad(u), qul innamā huwa ilāhuw wāḥiduw wa innanī barī'um mimmā tusyrikūn(a).","Katakanlah (Nabi Muhammad), “Siapakah yang lebih kuat kesaksiannya?” Katakanlah, “Allah. Dia menjadi saksi antara aku dan kamu. Al-Qur’an ini diwahyukan kepadaku supaya dengan itu aku mengingatkan kamu dan orang yang sampai (Al-Qur’an kepadanya). Apakah kamu benar-benar bersaksi bahwa ada tuhan-tuhan lain selain Allah?” Katakanlah, “Aku tidak bersaksi.” Katakanlah, “Sesungguhnya Dialah Tuhan Yang Maha Esa dan aku lepas tangan dari apa yang kamu persekutukan.”",
809,6,20,130,13.75,7,2,اَلَّذِيْنَ اٰتَيْنٰهُمُ الْكِتٰبَ يَعْرِفُوْنَهٗ كَمَا يَعْرِفُوْنَ اَبْنَاۤءَهُمْۘ  اَلَّذِيْنَ خَسِرُوْٓا اَنْفُسَهُمْ فَهُمْ لَا يُؤْمِنُوْنَ ࣖ,"Al-lażīna ātaināhumul-kitāba ya‘rifūnahū kamā ya‘rifūna abnā'ahum, al-lażīna khasirū anfusahum fahum lā yu'minūn(a).",Orang-orang yang telah Kami beri Kitab mengenalnya (Nabi Muhammad) seperti mereka mengenal anak-anaknya sendiri. Orang-orang yang merugikan diri sendiri itu tidak beriman.,
810,6,21,130,13.75,7,2,وَمَنْ اَظْلَمُ مِمَّنِ افْتَرٰى عَلَى اللّٰهِ كَذِبًا اَوْ كَذَّبَ بِاٰيٰتِهٖۗ اِنَّهٗ لَا يُفْلِحُ الظّٰلِمُوْنَ,"Wa man aẓlamu mimmaniftarā ‘alallāhi każiban au każżaba bi'āyātih(ī), innahū lā yufliḥuẓ-ẓālimūn(a).",Siapakah yang lebih zalim daripada orang yang mengada-adakan suatu kebohongan terhadap Allah atau mendustakan ayat-ayat-Nya? Sesungguhnya orang-orang yang zalim itu tidak beruntung.,
811,6,22,130,13.75,7,2,وَيَوْمَ نَحْشُرُهُمْ جَمِيْعًا ثُمَّ نَقُوْلُ لِلَّذِيْنَ اَشْرَكُوْٓا اَيْنَ شُرَكَاۤؤُكُمُ الَّذِيْنَ كُنْتُمْ تَزْعُمُوْنَ ,Wa yauma naḥsyuruhum jamī‘an ṡumma naqūlu lil-lażīna asyrakū aina syurakā'ukumul-lażīna kuntum taz‘umūn(a).,"(Ingatlah) tatkala Kami kumpulkan mereka semua kemudian Kami berfirman kepada orang-orang yang mempersekutukan Kami, “Manakah sekutu-sekutumu yang kamu sangkakan?”",
812,6,23,130,13.75,7,2,ثُمَّ لَمْ تَكُنْ فِتْنَتُهُمْ اِلَّآ اَنْ قَالُوْا وَاللّٰهِ رَبِّنَا مَا كُنَّا مُشْرِكِيْنَ ,Ṡumma lam takun fitnatuhum illā an qālū wallāhi rabbinā mā kunnā musyrikīn(a).,"Kemudian, mereka tidak punya jawaban atas kebohongan mereka, kecuali (terpaksa) mengatakan, “Demi Allah, Tuhan kami, kami bukanlah orang-orang musyrik.”",
813,6,24,130,13.75,7,2,اُنْظُرْ كَيْفَ كَذَبُوْا عَلٰٓى اَنْفُسِهِمْ وَضَلَّ عَنْهُمْ مَّا كَانُوْا يَفْتَرُوْنَ ,Unẓur kaifa każabū ‘alā anfusihim wa ḍalla ‘anhum mā kānū yaftarūn(a).,Perhatikanlah (Nabi Muhammad) bagaimana mereka berdusta terhadap diri sendiri. Lenyaplah dari mereka apa (kebohongan) yang selalu mereka ada-adakan.,
814,6,25,130,13.75,7,2,وَمِنْهُمْ مَّنْ يَّسْتَمِعُ اِلَيْكَ ۚوَجَعَلْنَا عَلٰى قُلُوْبِهِمْ اَكِنَّةً اَنْ يَّفْقَهُوْهُ وَفِيْٓ اٰذَانِهِمْ وَقْرًا ۗوَاِنْ يَّرَوْا كُلَّ اٰيَةٍ لَّا يُؤْمِنُوْا بِهَا ۗحَتّٰٓى اِذَا جَاۤءُوْكَ يُجَادِلُوْنَكَ يَقُوْلُ الَّذِيْنَ كَفَرُوْٓا اِنْ هٰذَآ اِلَّآ اَسَاطِيْرُ الْاَوَّلِيْنَ,"Wa minhum may yastami‘u ilaik(a), wa ja‘alnā ‘alā qulūbihim akinnatan ay yafqahūhu wa fī āżānihim waqrā(n), wa iy yarau kulla āyatil lā yu'minū bihā, ḥattā iżā jā'ūka yujādilūnaka yaqūlul-lażīna kafarū in hāżā illā asāṭīrul-awwalīn(a).","Di antara mereka ada yang mendengarkan engkau (Nabi Muhammad membaca Al-Qur’an), padahal Kami menjadikan di hati mereka penutup, (sehingga mereka tidak) memahaminya, dan (Kami jadikan) pada telinga mereka penyumbat. Jika mereka melihat segala tanda kebenaran, mereka tetap tidak beriman padanya, sehingga apabila mereka datang kepadamu untuk membantahmu, orang-orang kafir itu berkata, “Ini (Al-Qur’an) tiada lain hanyalah dongengan orang-orang terdahulu.”",
815,6,26,130,13.75,7,2,وَهُمْ يَنْهَوْنَ عَنْهُ وَيَنْـَٔوْنَ عَنْهُ ۚوَاِنْ يُّهْلِكُوْنَ اِلَّآ اَنْفُسَهُمْ وَمَا يَشْعُرُوْنَ ,"Wa hum yanhauna ‘anhu wa yan'auna ‘anh(u), wa iy yuhlikūna illā anfusahum wa mā yasy‘urūn(a).","Mereka melarang (orang lain) mendengarkannya (Al-Qur’an) dan mereka pun menjauhkan diri darinya. Mereka tidak membinasakan kecuali diri mereka sendiri, tetapi mereka tidak menyadari.",
816,6,27,130,13.75,7,2,وَلَوْ تَرٰٓى اِذْ وُقِفُوْا عَلَى النَّارِ فَقَالُوْا يٰلَيْتَنَا نُرَدُّ وَلَا نُكَذِّبَ بِاٰيٰتِ رَبِّنَا وَنَكُوْنَ مِنَ الْمُؤْمِنِيْنَ ,Wa lau tarā iż wuqifū ‘alan-nāsi fa qālū yā laitanā nuraddu wa lā nukażżiba bi'āyāti rabbinā wa nakūna minal-mu'minīn(a).,"Seandainya engkau (Nabi Muhammad) melihat ketika mereka dihadapkan ke neraka, mereka berkata, “Seandainya kami dikembalikan (ke dunia), tentu kami tidak akan mendustakan ayat-ayat Tuhan kami, dan kami menjadi orang-orang mukmin.”",
817,6,28,131,13.75,7,2,بَلْ بَدَا لَهُمْ مَّا كَانُوْا يُخْفُوْنَ مِنْ قَبْلُ ۗوَلَوْ رُدُّوْا لَعَادُوْا لِمَا نُهُوْا عَنْهُ وَاِنَّهُمْ لَكٰذِبُوْنَ ,"Bal badā lahum mā kānū yukhfūna min qabl(u), wa lau ruddū la‘ādū limā nuhū ‘anhu wa innahum lakāżibūn(a).","Namun, (sebenarnya) kejahatan yang mereka selalu sembunyikan dahulu telah tampak bagi mereka. Seandainya dikembalikan (ke dunia), tentu mereka akan mengulang kembali apa yang telah dilarang mengerjakannya. Sesungguhnya mereka benar-benar para pendusta.",
818,6,29,131,13.75,7,2,وَقَالُوْٓا اِنْ هِيَ اِلَّا حَيَاتُنَا الدُّنْيَا وَمَا نَحْنُ بِمَبْعُوْثِيْنَ ,Wa qālū in hiya illā ḥayātunad-dun-yā wa mā naḥnu bimab‘ūṡīn(a).,"Mereka pun akan mengatakan, “Hidup hanyalah di dunia ini dan kita tidak akan dibangkitkan.”",
819,6,30,131,13.75,7,2,وَلَوْ تَرٰٓى اِذْ وُقِفُوْا عَلٰى رَبِّهِمْ ۗ قَالَ اَلَيْسَ هٰذَا بِالْحَقِّ ۗقَالُوْا بَلٰى وَرَبِّنَا ۗقَالَ فَذُوْقُوا الْعَذَابَ بِمَا كُنْتُمْ تَكْفُرُوْنَ ࣖ,"Wa lau tarā iż wuqifū ‘alā rabbihim, qāla alaisa hāżā bil-ḥaqq(i), qālū balā wa rabbinā, qāla fa żūqul-‘ażāba bimā kuntum takfurūn(a).","Seandainya engkau (Nabi Muhammad) melihat ketika mereka dihadapkan kepada Tuhannya (tentulah engkau melihat peristiwa yang luar biasa). Dia berfirman, “Bukankah (kebangkitan) ini benar?” Mereka menjawab, “Sungguh benar, demi Tuhan kami.” Dia berfirman, “Rasakanlah azab ini karena kamu selalu kufur (kepadanya).” ",
820,6,31,131,13.75,7,2,قَدْ خَسِرَ الَّذِيْنَ كَذَّبُوْا بِلِقَاۤءِ اللّٰهِ ۗحَتّٰٓى اِذَا جَاۤءَتْهُمُ السَّاعَةُ بَغْتَةً قَالُوْا يٰحَسْرَتَنَا عَلٰى مَا فَرَّطْنَا فِيْهَاۙ وَهُمْ يَحْمِلُوْنَ اَوْزَارَهُمْ عَلٰى ظُهُوْرِهِمْۗ  اَلَا سَاۤءَ مَا يَزِرُوْنَ ,"Qad khasiral-lażīna każżabū biliqā'illāh(i), ḥattā iżā jā'athumus-sā‘atu bagtatan qālū yā ḥasratanā ‘alā mā farraṭnā fīhā, wa hum yaḥmilūna auzārahum ‘alā ẓuhūrihim, alā sā'a mā yazirūn(a).","Sungguh rugi orang-orang yang mendustakan pertemuan dengan Allah. Maka, apabila hari Kiamat datang kepada mereka secara tiba-tiba, mereka berkata, “Alangkah besarnya penyesalan kami atas kelalaian kami tentangnya (hari Kiamat),” sambil memikul dosa-dosa di atas punggungnya. Alangkah buruknya apa yang mereka pikul itu.",
821,6,32,131,13.75,7,2,وَمَا الْحَيٰوةُ الدُّنْيَآ اِلَّا لَعِبٌ وَّلَهْوٌ ۗوَلَلدَّارُ الْاٰخِرَةُ خَيْرٌ لِّلَّذِيْنَ يَتَّقُوْنَۗ اَفَلَا تَعْقِلُوْنَ ,"Wa mal-ḥayātud-dun-yā illā la‘ibuw wa lahw(un), wa lad-dārul-ākhiratu khairul lil-lażīna yattaqūn(a), afalā ta‘qilūn(a).","Kehidupan dunia hanyalah permainan dan kelengahan, sedangkan negeri akhirat itu, sungguh lebih baik bagi orang-orang yang bertakwa. Tidakkah kamu mengerti?",
822,6,33,131,13.75,7,2,قَدْ نَعْلَمُ اِنَّهٗ لَيَحْزُنُكَ الَّذِيْ يَقُوْلُوْنَ فَاِنَّهُمْ لَا يُكَذِّبُوْنَكَ وَلٰكِنَّ الظّٰلِمِيْنَ بِاٰيٰتِ اللّٰهِ يَجْحَدُوْنَ ,Qad na‘lamu innahū layaḥzunukal-lażī yaqūlūna fa innahum lā yukażżibūnaka wa lākinnaẓ-ẓālimīna bi'āyātillāhi yajhadūn(a).,"Sungguh, Kami mengetahui bahwa sesungguhnya apa yang mereka katakan itu betul-betul membuatmu (Nabi Muhammad) bersedih. (Bersabarlah) karena sebenarnya mereka tidak mendustakanmu, tetapi orang-orang zalim itu selalu mengingkari ayat-ayat Allah.",
823,6,34,131,13.75,7,2,وَلَقَدْ كُذِّبَتْ رُسُلٌ مِّنْ قَبْلِكَ فَصَبَرُوْا عَلٰى مَا كُذِّبُوْا وَاُوْذُوْا حَتّٰٓى اَتٰىهُمْ نَصْرُنَا ۚوَلَا مُبَدِّلَ لِكَلِمٰتِ اللّٰهِ ۚوَلَقَدْ جَاۤءَكَ مِنْ نَّبَإِ۟ى الْمُرْسَلِيْنَ ,"Wa laqad kużżibat rusulum min qablika fa ṣabarū ‘alā mā kużżibū wa ūżū ḥattā atāhum naṣrunā, wa lā mubaddila likalimātillāh(i), wa laqad jā'aka min naba'il-mursalīn(a).","Sungguh rasul-rasul sebelum engkau pun telah didustakan, lalu mereka sabar terhadap pendustaan dan penganiayaan (yang dilakukan) terhadap mereka sampai datang pertolongan Kami kepada mereka. Tidak ada yang dapat mengubah kalimāt Allah.240) Sungguh, telah datang kepadamu sebagian berita rasul-rasul itu.",240) Yang dimaksud dengan kalimāt Allah adalah ketetapan-ketetapan-Nya yang sudah tertulis di Lauhulmahfuz. Di antaranya adalah bahwa mereka yang mendustakannya pasti akan hancur dan orang yang mengimaninya akan menang.
824,6,35,131,13.75,7,2,وَاِنْ كَانَ كَبُرَ عَلَيْكَ اِعْرَاضُهُمْ فَاِنِ اسْتَطَعْتَ اَنْ تَبْتَغِيَ نَفَقًا فِى الْاَرْضِ اَوْ سُلَّمًا فِى السَّمَاۤءِ فَتَأْتِيَهُمْ بِاٰيَةٍ ۗوَلَوْ شَاۤءَ اللّٰهُ لَجَمَعَهُمْ عَلَى الْهُدٰى فَلَا تَكُوْنَنَّ مِنَ الْجٰهِلِيْنَ ,"Wa in kāna kabura ‘alaika i‘rāḍuhum fa inistaṭa‘ta an tabtagiya nafaqan fil-arḍi au sullaman fis-samā'i fa ta'tiyahum bi'āyah(tin), wa lau syā'allāhu lajama‘ahum ‘alal-hudā falā takūnanna minal-jāhilīn(a).","Jika keberpalingan mereka terasa berat bagimu (Nabi Muhammad), andaikan engkau dapat membuat lubang di bumi atau tangga ke langit lalu engkau dapat mendatangkan bukti (mukjizat) kepada mereka, (maka buatlah). Seandainya Allah menghendaki, tentu Dia akan menjadikan mereka semua mengikuti petunjuk. Oleh karena itu, janganlah sekali-kali engkau termasuk orang-orang yang bodoh.",
825,6,36,132,14,7,2,۞ اِنَّمَا يَسْتَجِيْبُ الَّذِيْنَ يَسْمَعُوْنَ ۗوَالْمَوْتٰى يَبْعَثُهُمُ اللّٰهُ ثُمَّ اِلَيْهِ يُرْجَعُوْنَ ,"Innamā yastajībul-lażīna yasma‘ūn(a), wal-mautā yab‘aṡuhumullāhu ṡumma ilaihi yurja‘ūn(a).","Hanya orang-orang yang menyimak (ayat-ayat Allah) sajalah yang mematuhi (seruan-Nya). Adapun orang-orang yang mati241) kelak akan dibangkitkan oleh Allah, kemudian kepada-Nya mereka dikembalikan.",241) Orang-orang kafir diserupakan dengan orang-orang yang mati karena mereka tidak mau mendengar seruan Allah Swt. 
826,6,37,132,14,7,2,وَقَالُوْا لَوْلَا نُزِّلَ عَلَيْهِ اٰيَةٌ مِّنْ رَّبِّهٖۗ قُلْ اِنَّ اللّٰهَ قَادِرٌ عَلٰٓى اَنْ يُّنَزِّلَ اٰيَةً وَّلٰكِنَّ اَكْثَرَهُمْ لَا يَعْلَمُوْنَ,"Wa qālū lau lā nuzzila ‘alaihi āyatum mir rabbih(ī), qul innallāha qādirun ‘alā ay yunazzila āyataw wa lākinna akṡarahum lā ya‘lamūn(a).","Mereka (orang-orang musyrik) berkata, “Mengapa tidak diturunkan kepadanya (Nabi Muhammad) suatu bukti (mukjizat) dari Tuhannya?” Katakanlah, “Sesungguhnya Allah Maha Kuasa menurunkan suatu bukti (mukjizat), tetapi kebanyakan mereka tidak mengetahui.”",
